Number,Toggle Title,Text Content,Original Image URL,Optimised Image URL,Category,Category_Number,Text_File_URL,HTML_File_URL,HTML_Post_Link
34,Honest advice,"My honest advice for everyone on LinkedIn:

(after achievement connected to your advice)

Your advice.
→ Something that no one can do.
→ Something that you can always do.
→ Something that can always be done.

Be (3 things related to your advice)

(Positive conclusion)

Not (opposite of the above)
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/34_honest_advice.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/34_honest_advice.jpg,Truth Bombs,4,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/04_Honest_advice.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/04_Honest_advice.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Truth_Bombs/04_Honest_advice.html
35,Secret hack,"My secret (your niche) hack (steal this):

Whenever you're (doing something), (do this)

I call it (name your advice, use the word ""Effect"")

It works because when you're (doing it), you:

- positive result
- positive result
- positive result

(Conclusion: It's not how you do something, not the opposite.)
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/35_secret_hack.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/35_secret_hack.jpg,Tips,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/05_Secret_hack.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/05_Secret_hack.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/05_Secret_hack.html
36,Unique Insight about [your niche],"Yesterday, I was up till 2am {your niche task}.

That same {task} generated:
- {your metrics}
- {your metrics}
- {your metrics}

{what worked for you} is unmatched.

Here's {number} reason's it worked:
- {reason}
- {reason}
- {reason}

The best part? I didn't have to do any { norm}.

I simply {your niche task} and got {successful outcome} as a result.

Don't be afraid of {unique offering}; 95% of people won't do it…

And the other 5% will want to pay you to do it for them ;)
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/36_unique_insight_about_your_niche.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/36_unique_insight_about_your_niche.jpg,Reality Check,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/05_Unique_Insight_about_your_niche.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/05_Unique_Insight_about_your_niche.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Reality_Check/05_Unique_Insight_about_your_niche.html
37,What Works,"Worried your [deliverable] aren't getting [success metric]?

Here's why:

You're too focused on the output, not the process.

Try this instead:

- [What works in your niche]
- [What works in your niche]
- [What works in your niche]

Do this consistently.

Become obsessed with the process and applying it.

- Study
- {Your Tip}
- {Your Tip}

No matter the industry, the lesson remains the same.

Provide value in your own way, traction will follow.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/37_what_works.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/37_what_works.jpg,Best Practices,4,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/04_What_Works.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/04_What_Works.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Best_Practices/04_What_Works.html
38,Growth Tip,"{thing} growth tip:

Cut the fluff.

This includes (but not limited to):

- {wrong practice}
- {wrong practice}
- {wrong practice}

Engagement might be good…

But is your {deliverable}?

↳ Focus on creating high-value {thing} instead.
- {Tip #1} 
- {Tip #2}
- {Tip #3}

See how much your {thing} improves.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/38_growth_tip.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/38_growth_tip.jpg,Tips,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/06_Growth_Tip.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/06_Growth_Tip.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/06_Growth_Tip.html
39,Change in Your Niche,"[Platform/Niche] has changed. A lot.

(Read this if you [giving up on your niche])

My [metric] has dropped by [percentage]%
My [metric] also decreased by [percentage]%

If you're experiencing the same, here's 1 simple way to [desired outcome]:

→ Focus on {#1 tip to achieve success}
- [Action Item #1]
- [Action Item #2]
- [Action Item #3]
- [Action Item #4]
- [Action Item #5]
- [Action Item #6]
- [Action Item #7]
- [Action Item #8]
- [Action Item #9]
- [Action Item #10]

Don't just [what everyone is doing], build a [Your Tip] instead.

{Daily action item/desire outcomes} every single day.

Outlast your competition this way.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/39_change_in_your_niche.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/39_change_in_your_niche.jpg,Best Practices,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/05_Change_in_Your_Niche.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/05_Change_in_Your_Niche.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Best_Practices/05_Change_in_Your_Niche.html
40,Stop and Start,"The best (your niche) lesson you'll receive today:

You don't need something. You need something else.

Stop:

- negative action
- negative action
- negative action 

Start:

- positive action
- positive action
- positive action

This is how you build (Conclusion.)

Let everyone else drawn in tactics.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/40_stop_and_start.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/40_stop_and_start.jpg,Best Practices,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/06_Stop_and_Start.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/06_Stop_and_Start.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Best_Practices/06_Stop_and_Start.html
41,What you needed & didn't need,"This will be my first {accomplishment} year.

I didn't need:

- (passive state)
- (passive state)
- (passive state)

I needed:
- (action)
- (action)
- (action)

Today, I'm slowing down.

Like all athletes, this is my off-season.
- (doing thing)
- (doing thing)
- (doing thing)

(Conclusion of what works for you.)

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/41_what_you_needed_didnt_need.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/41_what_you_needed_didnt_need.jpg,Personal Growth,8,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Personal_Growth/08_What_you_needed_didnt_need.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Personal_Growth/08_What_you_needed_didnt_need.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Personal_Growth/08_What_you_needed_didnt_need.html
42,Get the Basics Right,"Harsh truth:

- You can take all the online courses
- You can use all the {thing} 'hacks'
- You can read all the [your niche] books
- You can set up a business and put 'CEO' in your headline

But if you aren't:
- Showing up consistently
- [Basics of your niche]
- [Basics of your niche]
- and repeating…

You won't get the {success in your niche}.

We get so caught up in learning the HOW, that we forget that we actually need to DO.

You can outperform yourself in 6 months without {conventional thing to do} or finding the next new hack.

Nail down the basics and repeat every day.

That's how you do the how.


",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/42_get_the_basics_right.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/42_get_the_basics_right.jpg,Truth Bombs,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/05_Get_the_Basics_Right.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/05_Get_the_Basics_Right.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Truth_Bombs/05_Get_the_Basics_Right.html
43,Change in X months,"I wrote{/made} my first [deliverable] [time period] months ago.

I started from scratch just to [your initial motivation to start].

I would never have thought that today I'd have:

- [Your Current Metrics]
- [Your Current Metrics]
- [Your Current Metrics]

It's crazy how much of a difference [time period] of dedication to a {platform} can make.

Imagine if you started today...

Think of where you would be in [time period] months.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/43_change_in_x_months.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/43_change_in_x_months.jpg,Timelines,4,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/04_Change_in_X_months.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/04_Change_in_X_months.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Timelines/04_Change_in_X_months.html
44,Your Name,"Last month I had [metrics] for my [your venture]

- I don't {common mistake #1}
- I don't {common mistake #2}
- I don't {common mistake #3}

My biggest takeaway?

Your {venture outcome} is the only label worth your time.

Invest in it accordingly.

Build a powerful {venture}.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/44_your_name.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/44_your_name.jpg,Success Stories,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Success_Stories/06_Your_Name.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Success_Stories/06_Your_Name.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Success_Stories/06_Your_Name.html
45,Comparison,"What you see: {success in your niche}.

What you SHOULD see: {[effort put behind-the-scene] + good outcome}.

Comparison is easy on this app.

Don't let it get to you.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/45_comparison.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/45_comparison.jpg,Timelines,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/05_Comparison.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/05_Comparison.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Timelines/05_Comparison.html
46,Something that's hard,"Doing something is hard.

You're expected to:

- complicated action
- complicated action
- complicated action

But it's (actually) really simple:

- simplified action
- simplified action
- simplified action

(Conclusion.)

(Sum it up.)
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/46_something_thats_hard.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/46_something_thats_hard.jpg,Best Practices,7,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/07_Something_thats_hard.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/07_Something_thats_hard.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Best_Practices/07_Something_thats_hard.html
47,What people think vs what it actually is,"What people think (work in your niche) is:

- basic expectation
- basic expectation
- basic expectation

What it usually is:

- pro requirement
- pro requirement
- pro requirement
- pro requirement
- pro requirement





",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/47_what_people_think_vs_what_it_actually_is.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/47_what_people_think_vs_what_it_actually_is.jpg,Reality Check,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/06_What_people_think_vs_what_it_actually_is.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/06_What_people_think_vs_what_it_actually_is.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Reality_Check/06_What_people_think_vs_what_it_actually_is.html
48,Taking Action,"Harsh truth:

Someone who is {less eligible} than you is doing what {ideal scenario} because they took action.

Stop spending time procrastinating your success when you could simply just start.

- [Clear steps towards success in your niche]
- [Clear steps towards success in your niche]
- [Clear steps towards success in your niche]

That's it.

Let this year be the year where YOU act on that feeling that you need to be on socials.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/48_taking_action.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/48_taking_action.jpg,Truth Bombs,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/06_Taking_Action.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/06_Taking_Action.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Truth_Bombs/06_Taking_Action.html
49,Quick Tip,"Quick [thing] engagement tip:

- Go to your favourite [expert in your thing]'s profile
- Look at their recent activity
- Engage with {in capacity your thing/niche allows}.
- Repeat 3/5x with different [expert].

Hand-selected, targeted and quality {deliverable} for you to {Action}.

Freshly delivered by your top {experts}.

I do this once a week or when I have NO time to scroll.

Work smart, not hard.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/49_quick_tip.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/49_quick_tip.jpg,Tips,7,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/07_Quick_Tip.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/07_Quick_Tip.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/07_Quick_Tip.html
50,What It Should Be,"What you think {your niche deliverables} should be:

- {ridiculous outcomes}
- {ridiculous outcomes}
- {ridiculous outcomes}

What it should be:

- {sustainable outcomes}
- {sustainable outcomes}
- {sustainable outcomes}

Stop trying to copy experienced [niche expert] strategies.

➔ Focus on your {basic tip #1}
➔ Focus on {basic tip #2}
➔ Focus on {basic tip #3}

Build the skill.
Create the habit.
Grow your {thing}.

Then upgrade.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/50_what_it_should_be.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/50_what_it_should_be.jpg,Best Practices,8,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/08_What_It_Should_Be.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Best_Practices/08_What_It_Should_Be.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Best_Practices/08_What_It_Should_Be.html
51,Your Best Piece of Advice,"My best piece of advice when creating [thing]?

Ask yourself: ""How can I best help/serve my {your niche audience}?""

👉 [process of creation] with one specific person in mind.

If you speak to everyone, you speak to no one.

Focus on one person, one problem.

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/51_your_best_piece_of_advice.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/51_your_best_piece_of_advice.jpg,Reality Check,7,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/07_Your_Best_Piece_of_Advice.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Reality_Check/07_Your_Best_Piece_of_Advice.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Reality_Check/07_Your_Best_Piece_of_Advice.html
52,#1 reason people fail,"The number 1 reason {thing} fail:

They focus on {not useful outcome}, not {useful outcome}.

- ⁠ ⁠{usual wanna-be tasks}
- ⁠ ⁠{usual wanna-be tasks}
- ⁠ ⁠{usual wanna-be tasks}
- ⁠ ⁠{usual wanna-be tasks}

The result? Lack of {outcome}.

Here's what I did instead:

1.⁠ ⁠{action-items that work}
2.⁠ ⁠{action-items that work}
3.⁠ ⁠{action-items that work}
4.⁠ ⁠{action-items that work}
5.⁠ ⁠{action-items that work}

Stop trying to {not useful outcome} before you {useful outcome}.
Start {not useful outcome} while you're {useful outcome}.

Repetitive {something that works} is/are how you get ahead of 99% of people.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/52_1_reason_people_fail.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/52_1_reason_people_fail.jpg,Truth Bombs,7,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/07_1_reason_people_fail.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/07_1_reason_people_fail.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Truth_Bombs/07_1_reason_people_fail.html
53,If you had to start from the beginning,"If I had to start from 0 on/for {thing} here's what I'd do:

(how to actually {desired outcome})

→ {unfair advantage in that domain}

[add an example of unfair advantages]
[add an example of unfair advantages]
[add an example of unfair advantages]

You'll stick to it longer.
- {tip #1}
- {tip #2}
- {tip #1}

This is exactly how I {what you achieved}.
And how I got {{what you achieved #2}.

Pick a problem, solve it and sell the implementation.

This could be via:
{examples}
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/53_if_you_had_to_start_from_the_beginning.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/53_if_you_had_to_start_from_the_beginning.jpg,Strategy,5,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Strategy/05_If_you_had_to_start_from_the_beginning.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Strategy/05_If_you_had_to_start_from_the_beginning.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Strategy/05_If_you_had_to_start_from_the_beginning.html
54,Essentials Tip,"How I managed to build a {thing} in < {time frame}:

(100% of {target group} I know agree with this tip)

{your tip/unique insight}
- {Tip pointer #1}
- {Tip pointer #2}
- {Tip pointer #3}

Stop {what does not work}, start {what works}.

Because no one cares about your story until you start winning.

Earn your dopamine release, do the thing first.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/54_essentials_tip.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/54_essentials_tip.jpg,Tips,8,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/08_Essentials_Tip.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/08_Essentials_Tip.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/08_Essentials_Tip.html
55,Proven Tip About Your Niche,"Want to build a powerful [goal/objective]?

(Proven tip I used to build my [achievement] from [starting point])

{one-liner}

Every time I [action], I focus on:
- {tip #1}
- {tip #2}
- {tip #3}
- [Action] consistently for [duration]

Here's a quick [platform/niche] framework:

{Add your framework here}

People love the process, but also the journey.
They want to see the problem and how you fixed it.

Learn → Implement → Teach through [content/work]
{Conclusion to your tip}
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/55_proven_tip_about_your_niche.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/55_proven_tip_about_your_niche.jpg,Tips,9,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/09_Proven_Tip_About_Your_Niche.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/09_Proven_Tip_About_Your_Niche.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/09_Proven_Tip_About_Your_Niche.html
56,Stop Overcomplicating {desired outcome},"How to stop overcomplicating your {desired outcome}:

(and create the {ideal process})

Turn your {negative perspective} into {something positive}.

Here's how I did it:

- {Tip #1}
- {Tip #2}
- {Tip #3}
- {Tip #4}

Swap from ""Why them?"" to ""How can I.""

Real growth happens when you stop {not useful thing}

And start {useful thing}.

It's always you vs you -- not someone else.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/56_stop_overcomplicating_desired_outcome.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/56_stop_overcomplicating_desired_outcome.jpg,Strategy,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Strategy/06_Stop_Overcomplicating_desired_outcome.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Strategy/06_Stop_Overcomplicating_desired_outcome.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Strategy/06_Stop_Overcomplicating_desired_outcome.html
57,60 Second Masterclass,"60-second {Your Expertise} Masterclass

(From someone who's {your credibility})

- Cut the fluff, focus on {what works}
- {What works}, not {common misconception}
- {Your actionable & concise tip #1}
- {Your actionable & concise tip #2}
- {Your actionable & concise tip #3}
- {Your actionable & concise tip #4}
- {Your actionable & concise tip #5}

Take the {end user} from point A → B {ideal way}.

→ Focus on one bullet point per category.

Use this next time you're {success action item}.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/57_60_second_masterclass.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/57_60_second_masterclass.jpg,Tips,10,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/10_60_Second_Masterclass.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/10_60_Second_Masterclass.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/10_60_Second_Masterclass.html
58,Overnight Success,"I failed [number] [attempts/ventures] before landing on [platform/niche].

Here's my [timeframe] ""overnight success"":

- [Year]: I failed at [first attempt].
- [Year]: I failed at [second attempt].
- [Year]: I failed at [third attempt].
- [Year]: I failed at [fourth attempt].
- [Year]: I found success in [current venture].
- [Year]: Building my [goal/dream].

I picked {your thing} and refused to quit
Showed up [frequency], {action item}, and learned.

There were no hacks, just [key trait].
There was no luck, just [key trait].

Lesson? {your lesson in one-liner}.

You don't lack [skill/attribute], just consistency.
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/58_overnight_success.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/58_overnight_success.jpg,Timelines,6,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/06_Overnight_Success.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/06_Overnight_Success.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Timelines/06_Overnight_Success.html
59,Your Prompt,"I used AI to create [desired result] for [clients/end-user].

(In under [timeframe])

Here's how to beat [challenge/block]:

Every time I [action] for [clients/end-users], I:
- Open the [AI tool].
- Select ""[mode/setting].""
- Pull out [inspiration source/account].
- Start prompting with my all-time favorite prompt:

Prompt:

{Add your prompt}

It will give you [number] near-perfect options.
Select the one you like the most.

Then use the second prompt in my {Add as attachment/image}.

The result? A near-[expert/professional] level {outcome}.

[Popular tool] is all the hype, but people slept on this tool.

It uses [key feature/advantage] + [additional feature].

Save time by using [method/strategy].
Save money by not [outsourcing/task].
Save effort by cutting down [process time].

Use this prompt, format properly, and win [platform/niche].

It has never been easier to enter the top [percentage/group].
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/59_your_prompt.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/59_your_prompt.jpg,Tips,11,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/11_Your_Prompt.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Tips/11_Your_Prompt.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Tips/11_Your_Prompt.html
60,Where Did You Start From,"[Add an image]

This is my [old place/start point] where it all began.

[What did you had at that time], [challenge/hardships], late nights, and obsessing over [focus area].

I was [context/situation] at the time.

That same year, I made my first [milestone].

One year of [action you took] can put you decades ahead.

You just have to make the choice to go all in on [your goal].

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/60_where_did_you_start_from.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/60_where_did_you_start_from.jpg,Personal Growth,9,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Personal_Growth/09_Where_Did_You_Start_From.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Personal_Growth/09_Where_Did_You_Start_From.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Personal_Growth/09_Where_Did_You_Start_From.html
61,Challenging Beliefs,"[Challenge a commonly accepted idea]

[your contrasting idea #1]
[your contrasting idea #2]
[your contrasting idea #3]

To become a [desired outcome or identity], you embrace it all.

[action step #1]
[action step #2]
[action step #3]

It's simple , but 99% of people don't do it.

It's obsessive, but all [profession or group] do it.
So why not [your target audience]?

Immerse yourself in your craft.

Do it for [timeframe], watch your life change completely.

PS: {relevant comment about a relevant image that you post along with the text}

",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/61_challenging_beliefs.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/61_challenging_beliefs.jpg,Truth Bombs,8,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/08_Challenging_Beliefs.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Truth_Bombs/08_Challenging_Beliefs.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Truth_Bombs/08_Challenging_Beliefs.html
62,Comparative Timeline,"[month and year]:
- No {hard skill}.
- No {soft skill}.
- {A Failure}

[month and year]:
- {proof of hard skill}.
- {proof of soft skill}.
- {Overcoming Failure}.

The power of {thing} wasn't in the {your desired outcome}.

It was in:

→ {thing}.
→ {thing}.
→ {thing}.
→ {thing}.

If you ask {fictional character} for something, ask him for the {soft skill} to {thing}.

- {recommendation}.
- {recommendation}.
- {recommendation}.

You won't regret it.

{holiday greeting} {emoji action}
",https://mad4viz.github.io/Lara_Winning_Templates/images/full-quality-images/62_comparative_timeline.jpg,https://mad4viz.github.io/Lara_Winning_Templates/images/optimised-images/62_comparative_timeline.jpg,Timelines,7,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/07_Comparative_Timeline.md,https://mad4viz.github.io/Lara_Winning_Templates/content_templates/Timelines/07_Comparative_Timeline.html,https://mad4viz.github.io/Lara_Winning_Templates/image_templates/Timelines/07_Comparative_Timeline.html
